证券代码,证券简称,日期,收盘价,成交量,成交金额
399933.SZ,800医卫,20250715,8179.9817,1.2912738E9,3.76228421827E10
000300.SH,沪深300,20250714,4017.6678,2.07917175E10,3.21415945157E11
399933.SZ,800医卫,20250714,8171.2445,1.1279766E9,3.51782266335E10
000300.SH,沪深300,20250713,4014.807,,
399933.SZ,800医卫,20250713,8160.607,,
000300.SH,沪深300,20250712,4014.807,,
399933.SZ,800医卫,20250712,8160.607,,
000300.SH,沪深300,20250711,4014.807,2.62052773E10,4.4378079488E11
399933.SZ,800医卫,20250711,8160.607,1.3413102E9,4.18851372997E10
000300.SH,沪深300,20250710,4010.0243,2.09778904E10,3.47836703626E11
399933.SZ,800医卫,20250710,8066.2925,1.1452278E9,3.31425507927E10
000300.SH,沪深300,20250709,3991.4006,1.73293796E10,3.05398796563E11
399933.SZ,800医卫,20250709,8016.9273,1.1767762E9,3.53855298826E10
000300.SH,沪深300,20250708,3998.4527,1.56402895E10,2.92089834224E11
399933.SZ,800医卫,20250708,7973.5027,1.0430008E9,2.94951316819E10
000300.SH,沪深300,20250707,3965.1746,1.31135273E10,2.25106992876E11
399933.SZ,800医卫,20250707,7940.7742,9.173248E8,2.79877046952E10
000300.SH,沪深300,20250706,3982.2034,,
399933.SZ,800医卫,20250706,8043.0,,
000300.SH,沪深300,20250705,3982.2034,,
399933.SZ,800医卫,20250705,8043.0,,
000300.SH,沪深300,20250704,3982.2034,1.57197133E10,2.90512992198E11
399933.SZ,800医卫,20250704,8043.0,1.1226671E9,3.3016347937E10
000300.SH,沪深300,20250703,3968.0676,1.41004006E10,2.69609569539E11
399933.SZ,800医卫,20250703,8023.3836,1.177783E9,3.25769840517E10
000300.SH,沪深300,20250702,3943.6849,1.47063062E10,2.46637847454E11
399933.SZ,800医卫,20250702,7950.2815,1.0416339E9,2.7561485704E10
000300.SH,沪深300,20250701,3942.762,1.28959362E10,2.36070338399E11
399933.SZ,800医卫,20250701,8013.459,1.1126799E9,3.01130590258E10
000300.SH,沪深300,20250630,3936.0791,1.45170236E10,2.88821434921E11
399933.SZ,800医卫,20250630,7928.4879,9.860107E8,2.79959299287E10
000300.SH,沪深300,20250629,3921.7578,,
399933.SZ,800医卫,20250629,7871.0762,,
000300.SH,沪深300,20250628,3921.7578,,
399933.SZ,800医卫,20250628,7871.0762,,
000300.SH,沪深300,20250627,3921.7578,1.94557913E10,3.43468229814E11
399933.SZ,800医卫,20250627,7871.0762,9.614516E8,2.44203552659E10
000300.SH,沪深300,20250626,3946.0195,1.65316263E10,3.28102847496E11
399933.SZ,800医卫,20250626,7864.2999,1.0067077E9,2.62566221789E10
000300.SH,沪深300,20250625,3960.0662,1.87213671E10,3.61727254624E11
399933.SZ,800医卫,20250625,7944.6582,1.015324E9,2.86707182805E10
000300.SH,沪深300,20250624,3904.0342,1.63656188E10,2.94228720613E11
399933.SZ,800医卫,20250624,7878.3608,9.877471E8,2.79977133224E10
000300.SH,沪深300,20250623,3857.9016,1.33800892E10,2.3248221585E11
399933.SZ,800医卫,20250623,7803.738,8.889914E8,2.49063401112E10
000300.SH,沪深300,20250622,3846.6443,,
399933.SZ,800医卫,20250622,7775.2734,,
000300.SH,沪深300,20250621,3846.6443,,
399933.SZ,800医卫,20250621,7775.2734,,
000300.SH,沪深300,20250620,3846.6443,1.1815102E10,2.13522822875E11
399933.SZ,800医卫,20250620,7775.2734,7.695252E8,2.04484361818E10
000300.SH,沪深300,20250619,3843.0912,1.30280658E10,2.34840180806E11
399933.SZ,800医卫,20250619,7769.0568,8.523767E8,2.40987358774E10
000300.SH,沪深300,20250618,3874.9708,1.27528621E10,2.30553858264E11
399933.SZ,800医卫,20250618,7852.2606,9.706539E8,2.6038315735E10
000300.SH,沪深300,20250617,3870.3786,1.22342526E10,2.20399818949E11
399933.SZ,800医卫,20250617,7913.334,1.3883404E9,3.88427329812E10
000300.SH,沪深300,20250616,3873.7951,1.37341835E10,2.46860982863E11
399933.SZ,800医卫,20250616,8044.5533,1.0938871E9,3.19493354465E10
000300.SH,沪深300,20250615,3864.1822,,
399933.SZ,800医卫,20250615,8115.1179,,
000300.SH,沪深300,20250614,3864.1822,,
399933.SZ,800医卫,20250614,8115.1179,,
000300.SH,沪深300,20250613,3864.1822,1.72539536E10,3.0917234618E11
399933.SZ,800医卫,20250613,8115.1179,1.8511699E9,5.17723490389E10
000300.SH,沪深300,20250612,3892.1992,1.33998697E10,2.60239581458E11
399933.SZ,800医卫,20250612,8264.2676,1.3586511E9,3.92200847798E10
000300.SH,沪深300,20250611,3894.6252,1.42414772E10,2.57217704405E11
399933.SZ,800医卫,20250611,8152.8115,1.1465881E9,3.15061984891E10
000300.SH,沪深300,20250610,3865.4652,1.45563859E10,2.63647551795E11
399933.SZ,800医卫,20250610,8176.8974,1.628599E9,4.26822556651E10
000300.SH,沪深300,20250609,3885.2459,1.36306293E10,2.62023668466E11
399933.SZ,800医卫,20250609,8155.5696,1.5871716E9,4.18456933784E10
000300.SH,沪深300,20250608,3873.9841,,
399933.SZ,800医卫,20250608,8043.9734,,
000300.SH,沪深300,20250607,3873.9841,,
399933.SZ,800医卫,20250607,8043.9734,,
000300.SH,沪深300,20250606,3873.9841,1.10987971E10,2.02034736311E11
399933.SZ,800医卫,20250606,8043.9734,1.05937E9,2.89015339783E10
000300.SH,沪深300,20250605,3877.5557,1.22878184E10,2.31749275335E11
399933.SZ,800医卫,20250605,8093.1551,1.2939616E9,3.43544388948E10
000300.SH,沪深300,20250604,3868.7429,1.16803873E10,2.11736178154E11
399933.SZ,800医卫,20250604,8168.1249,1.3565556E9,3.65717596403E10
000300.SH,沪深300,20250603,3852.0127,1.3140309E10,2.26782772063E11
399933.SZ,800医卫,20250603,8109.5336,1.354519E9,3.68020716273E10
000300.SH,沪深300,20250602,3840.2323,,
399933.SZ,800医卫,20250602,8015.7415,,
000300.SH,沪深300,20250601,3840.2323,,
399933.SZ,800医卫,20250601,8015.7415,,
000300.SH,沪深300,20250531,3840.2323,,
399933.SZ,800医卫,20250531,8015.7415,,
000300.SH,沪深300,20250530,3840.2323,1.11672228E10,1.99389751071E11
399933.SZ,800医卫,20250530,8015.7415,1.2005118E9,3.37931299935E10
000300.SH,沪深300,20250529,3858.6998,1.08471886E10,2.09459602501E11
399933.SZ,800医卫,20250529,8005.215,1.1784734E9,3.15638979774E10
000300.SH,沪深300,20250528,3836.2366,8.9031026E9,1.62496372728E11
399933.SZ,800医卫,20250528,7877.0895,7.81419E8,2.23999909363E10
000300.SH,沪深300,20250527,3839.3969,9.8572425E9,1.78466763541E11
399933.SZ,800医卫,20250527,7884.8921,8.672551E8,2.40735173866E10
000300.SH,沪深300,20250526,3860.1067,1.09601207E10,2.08876792149E11
399933.SZ,800医卫,20250526,7838.6282,9.997606E8,2.69480812372E10
000300.SH,沪深300,20250525,3882.2741,,
399933.SZ,800医卫,20250525,7931.8186,,
000300.SH,沪深300,20250524,3882.2741,,
399933.SZ,800医卫,20250524,7931.8186,,
000300.SH,沪深300,20250523,3882.2741,1.20277419E10,2.32945378295E11
399933.SZ,800医卫,20250523,7931.8186,1.3962198E9,3.77825013795E10
000300.SH,沪深300,20250522,3913.8651,1.07597052E10,1.97511410271E11
399933.SZ,800医卫,20250522,7915.4974,9.83667E8,2.58825031947E10
000300.SH,沪深300,20250521,3916.3807,1.09791343E10,2.17037739435E11
399933.SZ,800医卫,20250521,7961.1891,1.0881868E9,3.05242102659E10
000300.SH,沪深300,20250520,3898.1705,1.04885234E10,2.01636702522E11
399933.SZ,800医卫,20250520,7912.8531,1.2485559E9,3.34566152279E10
000300.SH,沪深300,20250519,3877.1453,9.8643414E9,1.84888170554E11
399933.SZ,800医卫,20250519,7803.3518,9.394384E8,2.32548177051E10
000300.SH,沪深300,20250518,3889.0854,,
399933.SZ,800医卫,20250518,7831.7229,,
000300.SH,沪深300,20250517,3889.0854,,
399933.SZ,800医卫,20250517,7831.7229,,
000300.SH,沪深300,20250516,3889.0854,1.18405345E10,2.08835664039E11
399933.SZ,800医卫,20250516,7831.7229,1.1473008E9,2.80784797901E10
000300.SH,沪深300,20250515,3907.1992,1.38081749E10,2.41464943554E11
399933.SZ,800医卫,20250515,7809.5122,1.0462588E9,2.70926467724E10
000300.SH,沪深300,20250514,3943.2108,1.72033779E10,3.19465226851E11
399933.SZ,800医卫,20250514,7812.5717,1.0082676E9,2.69568107503E10
000300.SH,沪深300,20250513,3896.2583,1.47320299E10,2.6758639772E11
399933.SZ,800医卫,20250513,7775.6864,1.2058173E9,3.0630612294E10
000300.SH,沪深300,20250512,3890.6096,1.5333246E10,2.96122947808E11
399933.SZ,800医卫,20250512,7701.015,1.0297844E9,3.04687512627E10
000300.SH,沪深300,20250511,3846.1566,,
399933.SZ,800医卫,20250511,7721.4622,,
000300.SH,沪深300,20250510,3846.1566,,
399933.SZ,800医卫,20250510,7721.4622,,
000300.SH,沪深300,20250509,3846.1566,1.19389526E10,2.16697939672E11
399933.SZ,800医卫,20250509,7721.4622,8.569146E8,2.40499484917E10
000300.SH,沪深300,20250508,3852.8963,1.24959833E10,2.46987280588E11
399933.SZ,800医卫,20250508,7719.9134,9.7329E8,2.39446963592E10
000300.SH,沪深300,20250507,3831.627,1.61172299E10,2.86010735453E11
399933.SZ,800医卫,20250507,7706.6265,1.120063E9,3.06021303632E10
000300.SH,沪深300,20250506,3808.5424,1.58520459E10,2.67937090757E11
399933.SZ,800医卫,20250506,7721.5776,1.1869499E9,3.12721005318E10
000300.SH,沪深300,20250505,3770.5705,,
399933.SZ,800医卫,20250505,7666.5011,,
000300.SH,沪深300,20250504,3770.5705,,
399933.SZ,800医卫,20250504,7666.5011,,
000300.SH,沪深300,20250503,3770.5705,,
399933.SZ,800医卫,20250503,7666.5011,,
000300.SH,沪深300,20250502,3770.5705,,
399933.SZ,800医卫,20250502,7666.5011,,
000300.SH,沪深300,20250501,3770.5705,,
399933.SZ,800医卫,20250501,7666.5011,,
000300.SH,沪深300,20250430,3770.5705,1.43681658E10,2.44820462218E11
399933.SZ,800医卫,20250430,7666.5011,1.1429759E9,3.05455596956E10
000300.SH,沪深300,20250429,3775.0767,1.11514694E10,1.97462744363E11
399933.SZ,800医卫,20250429,7605.8863,1.0793632E9,3.10049907593E10
000300.SH,沪深300,20250428,3781.6188,1.25145091E10,2.10635318523E11
399933.SZ,800医卫,20250428,7571.6621,9.926354E8,2.7829172265E10
000300.SH,沪深300,20250427,3786.9937,,
399933.SZ,800医卫,20250427,7602.2267,,
000300.SH,沪深300,20250426,3786.9937,,
399933.SZ,800医卫,20250426,7602.2267,,
000300.SH,沪深300,20250425,3786.9937,1.24591133E10,2.20535052619E11
399933.SZ,800医卫,20250425,7602.2267,1.1907855E9,3.17513516671E10
000300.SH,沪深300,20250424,3784.3574,1.1716456E10,2.05483051375E11
399933.SZ,800医卫,20250424,7621.9692,9.127976E8,2.51574563448E10
000300.SH,沪深300,20250423,3786.8824,1.3198687E10,2.47117386122E11
399933.SZ,800医卫,20250423,7602.1408,1.0256103E9,2.80344817667E10
000300.SH,沪深300,20250422,3783.9522,1.25688257E10,2.10200698794E11
399933.SZ,800医卫,20250422,7635.6607,1.0890967E9,3.05659322506E10
000300.SH,沪深300,20250421,3784.8806,1.2135573E10,2.08085677382E11
399933.SZ,800医卫,20250421,7567.0369,7.67456E8,2.12182291846E10
000300.SH,沪深300,20250420,3772.523,,
399933.SZ,800医卫,20250420,7507.2568,,
000300.SH,沪深300,20250419,3772.523,,
399933.SZ,800医卫,20250419,7507.2568,,
000300.SH,沪深300,20250418,3772.523,1.02948509E10,1.73109384097E11
399933.SZ,800医卫,20250418,7507.2568,6.659318E8,1.80522808204E10
000300.SH,沪深300,20250417,3772.2221,1.22371002E10,2.09012323066E11
399933.SZ,800医卫,20250417,7546.1136,7.400142E8,2.07054891258E10
000300.SH,沪深300,20250416,3772.8204,1.56359006E10,2.61711094769E11
399933.SZ,800医卫,20250416,7552.1475,1.0253014E9,2.659193703E10
000300.SH,沪深300,20250415,3761.2348,1.3400604E10,2.28604621376E11
399933.SZ,800医卫,20250415,7584.6102,9.476279E8,2.5752391431E10
000300.SH,沪深300,20250414,3759.1422,1.64462403E10,2.92571297039E11
399933.SZ,800医卫,20250414,7596.124,1.0779004E9,2.97032612654E10
000300.SH,沪深300,20250413,3750.5167,,
399933.SZ,800医卫,20250413,7566.7089,,
000300.SH,沪深300,20250412,3750.5167,,
399933.SZ,800医卫,20250412,7566.7089,,
000300.SH,沪深300,20250411,3750.5167,1.68759691E10,3.18535141904E11
399933.SZ,800医卫,20250411,7566.7089,1.1004467E9,3.05607042233E10
000300.SH,沪深300,20250410,3735.1151,2.27252227E10,4.03842564856E11
399933.SZ,800医卫,20250410,7573.8833,1.4665655E9,4.09477423805E10
000300.SH,沪深300,20250409,3686.7943,2.62305708E10,4.5503106929E11
399933.SZ,800医卫,20250409,7462.8482,1.7653096E9,4.85567633844E10
000300.SH,沪深300,20250408,3650.759,2.80197312E10,4.64021087838E11
399933.SZ,800医卫,20250408,7452.7871,1.9730141E9,5.31914436525E10
000300.SH,沪深300,20250407,3589.4406,3.12578586E10,5.12971787745E11
399933.SZ,800医卫,20250407,7395.4719,2.4270965E9,6.31912457341E10
000300.SH,沪深300,20250406,3861.5034,,
399933.SZ,800医卫,20250406,7942.784,,
000300.SH,沪深300,20250405,3861.5034,,
399933.SZ,800医卫,20250405,7942.784,,
000300.SH,沪深300,20250404,3861.5034,,
399933.SZ,800医卫,20250404,7942.784,,
000300.SH,沪深300,20250403,3861.5034,1.42599789E10,2.63684681545E11
399933.SZ,800医卫,20250403,7942.784,1.0344619E9,3.03975103632E10
000300.SH,沪深300,20250402,3884.3858,1.13043175E10,1.98267515342E11
399933.SZ,800医卫,20250402,7979.8235,1.023925E9,3.03058602309E10
000300.SH,沪深300,20250401,3887.6841,1.40380274E10,2.4604167467E11
399933.SZ,800医卫,20250401,8059.6943,1.7941323E9,5.05830681453E10
000300.SH,沪深300,20250331,3887.3056,1.66798523E10,2.68480316572E11
399933.SZ,800医卫,20250331,7824.9125,1.1356489E9,3.02625863617E10
000300.SH,沪深300,20250330,3915.1662,,
399933.SZ,800医卫,20250330,7900.641,,
000300.SH,沪深300,20250329,3915.1662,,
399933.SZ,800医卫,20250329,7900.641,,
000300.SH,沪深300,20250328,3915.1662,1.26356214E10,2.13379194289E11
399933.SZ,800医卫,20250328,7900.641,1.1881484E9,3.36023717839E10
000300.SH,沪深300,20250327,3932.4117,1.26793738E10,2.32173613774E11
399933.SZ,800医卫,20250327,7931.2323,1.2404014E9,3.37436781028E10
000300.SH,沪深300,20250326,3919.3566,1.31164187E10,2.20943164486E11
399933.SZ,800医卫,20250326,7764.9173,7.573328E8,2.05592285656E10
000300.SH,沪深300,20250325,3932.2951,1.40475399E10,2.39246310986E11
399933.SZ,800医卫,20250325,7779.3833,8.130271E8,2.12859952961E10
000300.SH,沪深300,20250324,3934.8486,1.52234674E10,2.66051442613E11
399933.SZ,800医卫,20250324,7745.705,1.0014991E9,2.51107112515E10
000300.SH,沪深300,20250323,3914.6956,,
399933.SZ,800医卫,20250323,7781.7453,,
000300.SH,沪深300,20250322,3914.6956,,
399933.SZ,800医卫,20250322,7781.7453,,
000300.SH,沪深300,20250321,3914.6956,1.65905294E10,3.09348613935E11
399933.SZ,800医卫,20250321,7781.7453,1.1423274E9,3.06682625277E10
000300.SH,沪深300,20250320,3974.9918,1.3375467E10,2.60020676826E11
399933.SZ,800医卫,20250320,7903.558,9.571664E8,2.699478714E10
000300.SH,沪深300,20250319,4010.168,1.44419428E10,2.86075300795E11
399933.SZ,800医卫,20250319,7990.388,1.1087673E9,3.16704328899E10
000300.SH,沪深300,20250318,4007.7229,1.40208496E10,2.92739319545E11
399933.SZ,800医卫,20250318,7984.6098,1.1874568E9,3.67255634385E10
000300.SH,沪深300,20250317,3996.7876,1.62202911E10,3.18904417418E11
399933.SZ,800医卫,20250317,7897.5765,1.1373553E9,3.1431024213E10
000300.SH,沪深300,20250316,4006.5567,,
399933.SZ,800医卫,20250316,7907.4852,,
000300.SH,沪深300,20250315,4006.5567,,
399933.SZ,800医卫,20250315,7907.4852,,
000300.SH,沪深300,20250314,4006.5567,2.16139003E10,4.50895278803E11
399933.SZ,800医卫,20250314,7907.4852,1.5720566E9,4.36282799407E10
000300.SH,沪深300,20250313,3911.5793,1.56536443E10,2.9517311258E11
399933.SZ,800医卫,20250313,7723.0284,1.0414747E9,2.62535067782E10
000300.SH,沪深300,20250312,3927.2315,1.5673219E10,3.09627267365E11
399933.SZ,800医卫,20250312,7750.0856,1.167638E9,2.81957836775E10
000300.SH,沪深300,20250311,3941.4157,1.44754402E10,2.8748045312E11
399933.SZ,800医卫,20250311,7802.8847,1.1579484E9,2.99557934824E10
000300.SH,沪深300,20250310,3928.8018,1.52765232E10,2.92574987481E11
399933.SZ,800医卫,20250310,7784.8086,1.3693378E9,3.07423833867E10
000300.SH,沪深300,20250309,3944.0143,,
399933.SZ,800医卫,20250309,7761.61,,
000300.SH,沪深300,20250308,3944.0143,,
399933.SZ,800医卫,20250308,7761.61,,
000300.SH,沪深300,20250307,3944.0143,1.66732375E10,3.40626700286E11
399933.SZ,800医卫,20250307,7761.61,1.1239817E9,2.84350089951E10
000300.SH,沪深300,20250306,3956.2369,1.93960915E10,3.97419427643E11
399933.SZ,800医卫,20250306,7837.8787,1.3883967E9,3.36632224111E10
000300.SH,沪深300,20250305,3902.5706,1.58652751E10,2.90860484505E11
399933.SZ,800医卫,20250305,7721.7181,1.0282166E9,2.50172926639E10
000300.SH,沪深300,20250304,3885.2208,1.49850967E10,2.97739246802E11
399933.SZ,800医卫,20250304,7782.7014,1.1292615E9,2.66606896228E10
000300.SH,沪深300,20250303,3888.4738,1.77623166E10,3.56057735014E11
399933.SZ,800医卫,20250303,7763.0018,1.4266774E9,3.46281970288E10
000300.SH,沪深300,20250302,3890.0487,,
399933.SZ,800医卫,20250302,7722.1387,,
000300.SH,沪深300,20250301,3890.0487,,
399933.SZ,800医卫,20250301,7722.1387,,
000300.SH,沪深300,20250228,3890.0487,1.98104147E10,4.2030804345E11
399933.SZ,800医卫,20250228,7722.1387,1.3943193E9,3.65401855334E10
000300.SH,沪深300,20250227,3968.1159,2.02887963E10,4.28272792668E11
399933.SZ,800医卫,20250227,7884.7348,1.4585336E9,3.57644868555E10
000300.SH,沪深300,20250226,3959.9413,1.91062501E10,3.86458193763E11
399933.SZ,800医卫,20250226,7863.1653,1.2371597E9,3.14018349337E10
000300.SH,沪深300,20250225,3925.6505,1.7810858E10,3.7798145125E11
399933.SZ,800医卫,20250225,7789.0565,1.33438E9,3.23234541334E10
000300.SH,沪深300,20250224,3969.7169,2.20810618E10,4.55088749685E11
399933.SZ,800医卫,20250224,7891.5185,1.6707365E9,4.20859243024E10
000300.SH,沪深300,20250223,3978.444,,
399933.SZ,800医卫,20250223,7995.1609,,
000300.SH,沪深300,20250222,3978.444,,
399933.SZ,800医卫,20250222,7995.1609,,
000300.SH,沪深300,20250221,3978.444,2.2740033E10,5.04645493577E11
399933.SZ,800医卫,20250221,7995.1609,2.1084539E9,5.10560085665E10
000300.SH,沪深300,20250220,3928.8959,1.63895236E10,3.25972429363E11
399933.SZ,800医卫,20250220,7895.8859,2.1817693E9,4.75878315277E10
000300.SH,沪深300,20250219,3940.1602,1.82829517E10,3.63680372563E11
399933.SZ,800医卫,20250219,7755.5421,1.670088E9,3.4943429495E10
000300.SH,沪深300,20250218,3912.7829,2.09425101E10,4.00186229941E11
399933.SZ,800医卫,20250218,7720.1093,2.0116149E9,3.84797566194E10
000300.SH,沪深300,20250217,3947.3983,2.13588246E10,4.30929575563E11
399933.SZ,800医卫,20250217,7848.3281,1.7707026E9,4.86797415556E10
000300.SH,沪深300,20250216,3939.0085,,
399933.SZ,800医卫,20250216,7821.9634,,
000300.SH,沪深300,20250215,3939.0085,,
399933.SZ,800医卫,20250215,7821.9634,,
000300.SH,沪深300,20250214,3939.0085,1.72976452E10,3.60974236854E11
399933.SZ,800医卫,20250214,7821.9634,1.6164702E9,4.24247135615E10
000300.SH,沪深300,20250213,3905.1398,1.72485874E10,3.76473453307E11
399933.SZ,800医卫,20250213,7641.5796,1.3526123E9,2.88781663008E10
000300.SH,沪深300,20250212,3919.8617,1.6422854E10,3.54830596298E11
399933.SZ,800医卫,20250212,7660.3585,1.2545338E9,2.68403460182E10
000300.SH,沪深300,20250211,3883.1352,1.66574909E10,3.37866056116E11
399933.SZ,800医卫,20250211,7637.8976,1.2386118E9,2.94811955996E10
000300.SH,沪深300,20250210,3901.0618,1.8890304E10,3.84968342874E11
399933.SZ,800医卫,20250210,7723.9119,1.4637466E9,3.4520968713E10
000300.SH,沪深300,20250209,3892.7028,,
399933.SZ,800医卫,20250209,7639.0066,,
000300.SH,沪深300,20250208,3892.7028,,
399933.SZ,800医卫,20250208,7639.0066,,
000300.SH,沪深300,20250207,3892.7028,2.21857707E10,4.87381557078E11
399933.SZ,800医卫,20250207,7639.0066,1.3725738E9,3.55582512463E10
000300.SH,沪深300,20250206,3842.8314,1.67288176E10,3.71891971101E11
399933.SZ,800医卫,20250206,7526.06,9.289751E8,2.56772846951E10
000300.SH,沪深300,20250205,3795.0848,1.57168308E10,3.46016202025E11
399933.SZ,800医卫,20250205,7435.0411,8.189398E8,2.12028832959E10
000300.SH,沪深300,20250204,3817.0802,,
399933.SZ,800医卫,20250204,7423.4153,,
000300.SH,沪深300,20250203,3817.0802,,
399933.SZ,800医卫,20250203,7423.4153,,
000300.SH,沪深300,20250202,3817.0802,,
399933.SZ,800医卫,20250202,7423.4153,,
000300.SH,沪深300,20250201,3817.0802,,
399933.SZ,800医卫,20250201,7423.4153,,
000300.SH,沪深300,20250131,3817.0802,,
399933.SZ,800医卫,20250131,7423.4153,,
000300.SH,沪深300,20250130,3817.0802,,
399933.SZ,800医卫,20250130,7423.4153,,
000300.SH,沪深300,20250129,3817.0802,,
399933.SZ,800医卫,20250129,7423.4153,,
000300.SH,沪深300,20250128,3817.0802,,
399933.SZ,800医卫,20250128,7423.4153,,
000300.SH,沪深300,20250127,3817.0802,1.46670772E10,2.829401275406E11
399933.SZ,800医卫,20250127,7423.4153,7.370677E8,1.83544473741E10
000300.SH,沪深300,20250126,3832.8637,,
399933.SZ,800医卫,20250126,7420.7617,,
000300.SH,沪深300,20250125,3832.8637,,
399933.SZ,800医卫,20250125,7420.7617,,
000300.SH,沪深300,20250124,3832.8637,1.48971722E10,2.96474375469E11
399933.SZ,800医卫,20250124,7420.7617,8.166324E8,2.17112828301E10
000300.SH,沪深300,20250123,3803.7439,1.80569551E10,3.45198071114E11
399933.SZ,800医卫,20250123,7396.7974,8.074511E8,2.02498825519E10
000300.SH,沪深300,20250122,3797.0166,1.37255062E10,2.98745637551E11
399933.SZ,800医卫,20250122,7402.0598,6.827469E8,1.78354866511E10
000300.SH,沪深300,20250121,3832.6145,1.41218406E10,2.85073351693E11
399933.SZ,800医卫,20250121,7465.5035,7.422306E8,2.0334098472E10
000300.SH,沪深300,20250120,3829.6764,1.39581277E10,2.92175449109E11
399933.SZ,800医卫,20250120,7473.0491,8.667067E8,2.51434319659E10
000300.SH,沪深300,20250119,3812.3429,,
399933.SZ,800医卫,20250119,7372.5412,,
000300.SH,沪深300,20250118,3812.3429,,
399933.SZ,800医卫,20250118,7372.5412,,
000300.SH,沪深300,20250117,3812.3429,1.26621961E10,2.65437489594E11
399933.SZ,800医卫,20250117,7372.5412,7.089651E8,1.82637994859E10
000300.SH,沪深300,20250116,3800.3836,1.44505871E10,3.05734630771E11
399933.SZ,800医卫,20250116,7358.0952,7.95633E8,2.05574708725E10
000300.SH,沪深300,20250115,3796.026,1.4147552E10,2.78850595532E11
399933.SZ,800医卫,20250115,7375.3154,7.225296E8,1.85492285784E10
000300.SH,沪深300,20250114,3820.5395,1.70664657E10,3.45461480064E11
399933.SZ,800医卫,20250114,7453.5083,9.919554E8,2.49450930807E10
000300.SH,沪深300,20250113,3722.513,1.36446199E10,2.47861953197E11
399933.SZ,800医卫,20250113,7266.839,6.946869E8,1.74950774903E10
000300.SH,沪深300,20250112,3732.4806,,
399933.SZ,800医卫,20250112,7238.0181,,
000300.SH,沪深300,20250111,3732.4806,,
399933.SZ,800医卫,20250111,7238.0181,,
000300.SH,沪深300,20250110,3732.4806,1.37523171E10,2.75354209064E11
399933.SZ,800医卫,20250110,7238.0181,7.35318E8,1.93567597406E10
000300.SH,沪深300,20250109,3779.8773,1.29794002E10,2.5148600282E11
399933.SZ,800医卫,20250109,7321.2591,7.394906E8,1.80872512363E10
000300.SH,沪深300,20250108,3789.2153,1.69166968E10,3.00965725433E11
399933.SZ,800医卫,20250108,7356.2101,1.0083135E9,2.3871467346E10
000300.SH,沪深300,20250107,3796.1055,1.46455779E10,2.66855795347E11
399933.SZ,800医卫,20250107,7418.857,1.1311366E9,2.43712743259E10
000300.SH,沪深300,20250106,3768.9697,1.5094667E10,2.62803541116E11
399933.SZ,800医卫,20250106,7531.7093,1.0735639E9,2.57867056782E10
000300.SH,沪深300,20250105,3775.1648,,
399933.SZ,800医卫,20250105,7475.7392,,
000300.SH,沪深300,20250104,3775.1648,,
399933.SZ,800医卫,20250104,7475.7392,,
000300.SH,沪深300,20250103,3775.1648,1.75342676E10,3.04322755436E11
399933.SZ,800医卫,20250103,7475.7392,9.247685E8,2.39384354805E10
000300.SH,沪深300,20250102,3820.3952,2.17898724E10,3.88636586639E11
399933.SZ,800医卫,20250102,7558.3018,1.0575622E9,2.8824573729E10
000300.SH,沪深300,20250101,3934.9109,,
399933.SZ,800医卫,20250101,7752.4213,,
